CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
38,2,,4,1
40,2,,1,1
3,5,,7,37
4,1,,1,1
29,1,,1,2
36,1,,31,2
2,2,,1,2
2,3,,19,2
12,5,,1,1
1,6,,141,159
4,10,,8,104
3,9,,52,3
5,1,,1,3
4,1,,6,1
3,1,,3,54
41,6,,1,8
12,185,,2,9
2,58,,27,9
5,32,,17,1
9,1,,2,11
1,13,,7,1
3,6,,1,7
18,2,,2,2
1,9,,20,1
13,1,,1,12
2,13,,1,1
1,9,,1,2
6,1,,1,2
3,1,,20,1
18,6,,19,7
1,4,,1,15
5,6,,41,3
1,14,,15,8
18,1,,1,22
1,18,,3,22
8,18,,2,3
1,17,,8,23
137,4,,6,116
1,1,,7,1
6,1,,1,3
8,2,,2,50
7,82,,3,4
5,1,,1,7
7,1,,1,8
1,1,,8,3
2,1,,1,2
395,2,,1,45
1,15,,1,1
10,3,,1,1
1,1,,1,2
1,12,,1,20
10,2,,1,1
1,3,,35,5
2,1,,1,6
22,37,,11,9
17,11,,9,73
49,6,,1,11
1,3,,5,5
1,12,,3,5
3,1,,3,1
1,1,,309,6
3,1,,2,1
1,1,,2,1
8,1,,1,14
2,1,,5,1
6,1,,5,11
1,1,,3,11
2,1,,1,19
28,1,,1,4
26,2,,7,2
2,1,,2,15
29,1,,3,17
1,1,,1,35
2,25,,1,1
1,22,,1,3
3,1,,1,41
1,34,,1,5
11,4,,3,2
3,8,,2,1
17,4,,1,5
37,4,,101,1
4,8,,2,1
1,14,,1,1
1,1,,39,3
55,5,,17,1
16,22,,1,4
1,2,,2,1
1,1,,1,18
7,1,,24,1
17,3,,5,1
1,5,,1,6
2,69,,1,1
4,174,,6,10
68,103,,1,2
5,3,,2,5
42,1,,1,2
38,1,,7,2
2,14,,1,7
34,1,,6,1
1,2,,5,1
3,9,,5,38
1,2,,1,1
2,3,,51,12
1,11,,1,5
2,3,,11,83
17,8,,6,62
6,19,,3,3
1,2,,1,34
5,2,,8,2
14,1,,19,3
2,1,,7,5
9,13,,8,3
3,1,,72,1
1,149,,22,1
1,39,,5,1
2,57,,2,2
2,2,,1,1
6,3,,1,4
2,3,,1,8
1,3,,87,258
8,1,,10,1
1,4,,119,1
1,1,,2,1
3,1,,2,1
5,9,,1,1
2,6,,12,1
7,1,,16,1
1,5,,60,2
2,11,,1,1
333,3,,5,28
7,23,,15,1
1,3,,1,1
2,2,,2,1
1,1,,28,1
1,15,,5,5
1,1,,40,3
1,1,,23,1
2,2,,1,1
4,1,,2,1
1,8,,17,1
1,4,,4,1
1,8,,2,1
1,11,,1,1
1,9,,1,1
1,26,,2,1
1,14,,3,1
1,2,,1,4
1,28,,1,4
26,10,,1,20
130,2,,1,7
2,1,,1,1
2,1,,1,20
3,1,,1,16
1,1,,1,5
6,1,,1,9
2,1,,1,3
2,12,,1,24
4,2,,1,1
1,1,,64,70
1,1,,26,1
2,23,,2,2
1,9,,2,1
1,1,,2,1
4,1,,3,4
1,14,,1,55
4,2,,1,8
1,1,,1,3
2,2,,10,1
4,2,,1,15
24,2,,18,3
119,5,,1,2
1,8,,4,69
2,16,,1,10
49,6,,1,1
2,15,,4,8
14,2,,12,1
4,6,,1,5
1,33,,1,1
1,2,,2,20
1,1,,9,1
1,131,,3,32
8,46,,4,16
40,1,,2,12
77,1,,6,2
1,3,,8,2
1,10,,4,17
17,2,,141,3
59,4,,8,4
2,1,,1,38
26,14,,1,7
1,18,,1,41
6,4,,1,2
28,12,,1,2
2,1,,2,9
1,2,,1,1
34,1,,16,1
20,6,,4,5
1,3,,1,1
1,1,,7,203
57,12,,4,1
1,2,,17,342
30,3,,1,15
2,17,,1,3
30,1,,1,7
9,1,,1,1
8,3,,2,4
5,1,,1,217
4,1,,1,4
8,1,,14,408
16,1,,2,4
12,1,,1,24
2,3,,1,63
2,2,,104,102
8,1,,1,68
7,1,,1,21
1,13,,1,2
1,16,,1,25
6,1,,1,84
5,12,,1,43
7,2,,1,33
7,5,,1,1
8,2,,1,1
17,1,,1,1
1,4,,21,1
1,6,,3,7
1,55,,1,3
3,58,,3,2
30,75,,1,9
15,1,,1,1
7,1,,2,12
23,2,,3,2
407,9,,6,20
6,2,,1,71
4,1,,1,3
24,3,,1,2
1,10,,1,1
6,1,,2,2
1,12,,1,43
5,9,,6,1
7,5,,3,2
1,1,,1,3
6,1,,1,21
1,14,,6,5
1,1,,2,21
5,3,,7,3
1,1,,1,1
1,2,,3,15
1,2,,1,1
3,11,,1,1
13,223,,1,9
26,57,,1,2
99,9,,1,2
1,6,,15,7
1,1,,6,20
1,6,,1,15
1,3,,1,1
2,1,,1,1
7,1,,1,1
5,1,,27,4
29,3,,1,2
1,10,,386,1
2,1,,46,43
1,8,,9,1
1,3,,2,2
1,7,,17,19
1,4,,26,1
16,1,,1,1
3,5,,40,1
3,2,,30,44
1,4,,1,4
1,12,,3,69
1,1,,3,10
1,2,,1,12
3,15,,4,4
2,18,,1,5
2,1,,1,2
109,4,,23,3
2,1,,15,152
1,61,,36,1
19,5,,4,23
1,1,,19,8
22,11,,152,20
1,2,,2,5
1,4,,2,9
18,5,,1,1
45,4,,1,33
1,1,,2,2
8,10,,1,1
13,45,,7,1
2,2,,1,2
3,1,,1,256
15,27,,1,15
1,6,,1,1
40,1,,4,21
5,12,,1,2
1,2,,1,51
47,1,,40,60
21,1,,1,1
1,1,,1,1
1,2,,13,1
2,1,,1,2
5,1,,2,15
26,11,,1,108
11,1,,25,56
1,3,,3,38
11,1,,29,3
6,11,,5,3
2,5,,1,34
19,5,,6,1
1,1,,9,68
4,1,,5,8
1,20,,1,7
1,1,,1,6
8,7,,6,2
5,9,,1,3
2,86,,1,6
1,1,,1,1
4,118,,26,29
6,102,,4,2
5,4,,177,2
1,13,,2,6
11,19,,15,1
2,2,,14,26
5,2,,5,1
4,24,,1,7
1,1,,11,1
2,7,,2,1
4,7,,4,1
1,6,,30,4
1,1,,2,7
1,6,,1,1
2,3,,1,84
1,1,,406,3
30,2,,21,1
4,3,,1,5
3,1,,1,181
1,4,,1,1
236,8,,19,1
3,141,,4,2
1,38,,1,66
8,3,,17,1
9,40,,1,2
1,1,,1,1
4,5,,11,1
4,1,,20,6
1,9,,3,134
6,1,,2,1
1,10,,3,230
1,12,,2,3
1,2,,22,2
1,8,,2,12
4,6,,1,2
1,1,,1,1
1,2,,3,48
1,1,,1,3
1,1,,72,6
8,1,,1,49
1,4,,9,47
1,1,,1,67
1,12,,3,1
1,11,,18,1
28,1,,2,30
1,23,,1,1
102,5,,42,1
5,2,,44,2
3,2,,1,6
1,5,,3,19
9,1,,2,19
2,4,,35,33
1,2,,2,23
35,1,,6,1
1,7,,20,5
1,12,,2,1
9,1,,4,30
18,1,,2,13
1,6,,2,1
3,9,,1,9
1,1,,7,1
3,6,,1,1
1,2,,2,16
1,1,,19,1
2,39,,5,1
5,1,,3,1
7,21,,1,2
10,1,,8,11
12,2,,3,9
1,7,,61,1
22,9,,1,1
1,1,,60,1
12,1,,6,4
2,1,,5,49
2,1,,3,25
1,1,,3,104
1,1,,3,26
23,1,,6,1
10,3,,9,3
1,2,,4,6
10,2,,1,2
3,2,,12,2
1,2,,2,1
14,29,,1,1
1,13,,30,1
8,36,,3,1
2,2,,1,6
5,2,,192,12
5,1,,1,6
1,24,,23,1
2,1,,5,37
50,1,,1,1
8,23,,6,16
2,2,,18,17
1,3,,4,32
45,1,,1,4
1,3,,12,1
28,16,,1,12
1,12,,1,17
20,50,,8,1
39,188,,2,12
11,91,,1,1
2,1,,3,12
1,1,,1,18
6,20,,16,1
1,4,,15,1
3,1,,332,9
54,3,,10,57
4,7,,8,11
9,7,,1,1
