CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
1,6,22,2,1
3,6,16,1,1
2,5,20,3,23
12,12,23,13,1
43,1,4,27,5
11,1,1,12,4
21,3,1,2,1
1,47,3,1,1
2,2,3,1,1
15,1,3,1,1
8,4,13,2,1
9,9,2,1,1
1,3,2,1,1
1,1,1,1,3
4,7,1,2,7
1,20,7,2,3
1,7,8,2,2
1,1,7,34,2
1,1,1,8,34
2,1,2,1,76
19,4,1,1,133
7,1,57,1,131
2,1,60,1,1
1,4,7,1,7
9,1,1,1,1
1,1,27,1,1
21,1,3,1,5
2,6,14,1,29
1,1,14,2,45
1,2,12,7,27
2,2,2,1,2
20,9,1,7,16
2,7,1,3,10
1,3,1,9,1
6,1,6,2,22
15,1,10,2,16
5,2,13,1,11
5,2,1,2,6
14,3,14,1,128
9,1,4,23,768
1,1,14,38,100
1,8,6,56,202
4,1,8,50,113
1,4,1,4,1
2,2,4,1,5
3,25,3,1,1
1,29,8,1,23
4,23,5,1,9
1,14,1,6,7
10,16,1,21,1
11,41,1,22,3
17,23,7,2,2
14,26,1,45,1
2,3,1,5,3
1,34,1,4,3
10,46,1,4,17
18,25,1,11,4
1,23,1,5,3
4,3,1,2,1
1,1,1,1,9
9,1,1,1,10
16,4,1,1,14
3,13,1,1,12
1,10,1,2,2
1,9,1,1,6
1,1,16,1,6
3,1,15,1,18
1,1,21,15,2
1,2,3,13,2
6,5,1,11,7
3,1,4,16,29
4,14,1,1,16
1,1,3,5,7
2,1,1,1,1
1,5,5,22,1
4,2,7,35,1
25,2,2,4,2
18,1,1,3,1
1,1,1,1,2
1,4,1,1,2
6,1,8,2,4
4,2,1,5,1
3,12,14,1,2
3,4,19,2,119
3,3,14,1,6
1,2,3,2,57
2,1,1,4,15
11,2,5,3,2
4,6,1,1,1
1,1,1,1,2
1,1,3,2,1
1,3,2,1,1
1,3,1,4,3
11,3,1,1,5
2,1,4,1,3
1,2,7,1,5
1,4,22,4,10
1,1,53,8,19
2,19,36,2,52
3,16,1,4,32
1,11,2,6,2
1,1,1,1,3
1,1,22,4,34
2,1,66,1,6
1,2,50,2,1
1,1,2,3,1
1,4,1,1,2
8,6,1,3,8
3,1,5,1,1
1,1,3,1,9
1,1,19,1,7
3,7,55,2,3
1,2,49,3,2
1,3,7,3,1
9,2,6,1,6
4,2,11,1,37
1,1,3,5,8
1,3,12,29,1
2,25,41,6,1
2,67,2,6,1
1,60,2,2,1
1,51,5,1,1
1,78,3,1,3
5,6,14,1,18
3,37,27,1,1
1,35,3,3,1
45,10,10,2,12
12,28,1,1,1
41,1,19,1,2
8,11,17,1,1
12,6,61,2,3
3,8,38,1,8
6,28,6,9,1
4,1,22,18,4
6,1,52,8,3
1,7,57,10,6
4,1,22,10,3
32,2,9,3,1
1,2,1,2,1
1,5,2,2,2
1,1,1,1,1
1,1,1,3,3
1,1,1,33,12
3,9,3,9,10
1,1,7,1,5
76,7,1,1,8
184,2,24,5,10
257,12,41,1,1
106,1,54,1,1
116,1,1,1,6
1,3,2,1,13
5,1,1,1,1
8,1,1,1,2
1,15,13,5,5
5,1,1,1,19
8,1,7,1,3
40,1,18,60,1
10,3,70,4,1
6,2,7,1,5
9,7,2,2,3
1,3,2,1,4
1,2,1,2,32
2,1,6,1,44
1,4,1,7,9
2,15,2,1,5
2,1,26,32,1
3,1,12,8,15
20,1,1,1,28
3,2,5,4,39
4,1,6,2,1
1,1,1,1,1
1,2,1,1,2
5,2,1,1,2
1,2,1,12,24
1,11,5,16,40
1,3,2,5,27
1,12,10,9,13
1,1,17,1,1
1,1,13,2,4
1,2,2,1,2
1,1,4,1,1
3,2,5,4,4
5,1,6,27,19
1,7,1,28,1
5,9,6,41,11
4,1,4,79,3
1,1,19,17,5
1,3,80,2,1
